shrine	column	url	status	content_type	final_url	note	attempts	verdict
Shrine of Mian Mir	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Shrine_of_Sufi_Mian_Mir,_Lahore.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/0/06/Shrine_of_Sufi_Mian_Mir%2C_Lahore.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		3	alive
Shrine of Mian Umar Baba (Chamkani)	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Mia_Umar_Baba_Chamkani_Shrine.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/2/2b/Mia_Umar_Baba_Chamkani_Shrine.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		3	alive
Shrine of Miran Hussain Zanjani (Zanjani Sahib)	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Miran_Hussain_Zanjani_6.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/6/62/Miran_Hussain_Zanjani_6.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		1	alive
Shrine of Miran Hussain Zanjani (Zanjani Sahib)	Image 2	https://commons.wikimedia.org/wiki/Special:FilePath/Miran_Hussain_Zanjani_8.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/3/30/Miran_Hussain_Zanjani_8.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		1	alive
Shrine of Peer Makki	Image 1	https://raufnawaz.github.io/Sufi-Shrines/photos/peer-makki/peer-makki-01.jpg	206	image/jpeg			1	alive
Shrine of Peer Makki	Image 10	https://raufnawaz.github.io/Sufi-Shrines/photos/peer-makki/peer-makki-10.jpg	206	image/jpeg			1	alive
Shrine of Peer Makki	Image 2	https://raufnawaz.github.io/Sufi-Shrines/photos/peer-makki/peer-makki-02.jpg	206	image/jpeg			1	alive
Shrine of Peer Makki	Image 3	https://raufnawaz.github.io/Sufi-Shrines/photos/peer-makki/peer-makki-03.jpg	206	image/jpeg			1	alive
Shrine of Peer Makki	Image 4	https://raufnawaz.github.io/Sufi-Shrines/photos/peer-makki/peer-makki-04.jpg	206	image/jpeg			1	alive
Shrine of Peer Makki	Image 5	https://raufnawaz.github.io/Sufi-Shrines/photos/peer-makki/peer-makki-05.jpg	206	image/jpeg			1	alive
Shrine of Peer Makki	Image 6	https://raufnawaz.github.io/Sufi-Shrines/photos/peer-makki/peer-makki-06.jpg	206	image/jpeg			1	alive
Shrine of Peer Makki	Image 7	https://raufnawaz.github.io/Sufi-Shrines/photos/peer-makki/peer-makki-07.jpg	206	image/jpeg			1	alive
Shrine of Peer Makki	Image 8	https://raufnawaz.github.io/Sufi-Shrines/photos/peer-makki/peer-makki-08.jpg	206	image/jpeg			1	alive
Shrine of Peer Makki	Image 9	https://raufnawaz.github.io/Sufi-Shrines/photos/peer-makki/peer-makki-09.jpg	206	image/jpeg			1	alive
Shrine of Pir Baba (Syed Ali Tirmizi)	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Pir_Baba_Buner.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/3/39/Pir_Baba_Buner.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		3	alive
Shrine of Pir Baba (Syed Ali Tirmizi)	Image 2	https://commons.wikimedia.org/wiki/Special:FilePath/Pir_Baba_masjid.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/e/e2/Pir_Baba_masjid.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		3	alive
Shrine of Pir Mangho	Image 1	https://images.squarespace-cdn.com/content/v1/605a3b99f28979644c432614/93b93408-3d24-4fc4-840e-f9b4c5b887b3/Mangho+Pir%2C+Karachi+Ecology+%282%29.jpg	206	image/jpeg			1	alive
Shrine of Pir Sher Muhammad	Image 1	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgWWjg1tPCTJXuWHb0KlZ7wWNHp45BlMnGvywm4uMIJCRCKh24H5yDkwi3ZeHezZmE0O-8uB9Qt3EiOs3fXQvoA6M93NWrsO2pxqaJwzOgrhWtdzoNabsUrV7FpJ3hrCyCwisARl1s-xbU/s1600/sher.jpg	206	image/jpeg			1	alive
Shrine of Qalandar Baba Auliya	Image 1	https://i.tribune.com.pk/media/images/5-1525427764/5-1525427764.jpg	206	image/jpeg			1	alive
Shrine of Sachal Sarmast	Image 1	https://heritageofpakistan.org/wp-content/uploads/2025/03/Sachal-Sarmast-Shrine-43-of-89.jpg	403	text/plain	https://www.heritageofpakistan.org/wp-content/uploads/2025/03/Sachal-Sarmast-Shrine-43-of-89.jpg		1	DEAD
Shrine of Shah Abdul Karim Bulri	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Shah_Abdul_Karim_Bulri.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/c/c8/Shah_Abdul_Karim_Bulri.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		4	alive
Shrine of Shah Inayat Qadiri	Image 1	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-inayat-qadri-shattari/shah-inayat-qadri-shattari-01.jpg	206	image/jpeg			1	alive
Shrine of Shah Inayat Qadiri	Image 10	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-inayat-qadri-shattari/shah-inayat-qadri-shattari-10.jpg	206	image/jpeg			1	alive
Shrine of Shah Inayat Qadiri	Image 2	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-inayat-qadri-shattari/shah-inayat-qadri-shattari-02.jpg	206	image/jpeg			1	alive
Shrine of Shah Inayat Qadiri	Image 3	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-inayat-qadri-shattari/shah-inayat-qadri-shattari-03.jpg	206	image/jpeg			1	alive
Shrine of Shah Inayat Qadiri	Image 4	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-inayat-qadri-shattari/shah-inayat-qadri-shattari-04.jpg	206	image/jpeg			1	alive
Shrine of Shah Inayat Qadiri	Image 5	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-inayat-qadri-shattari/shah-inayat-qadri-shattari-05.jpg	206	image/jpeg			1	alive
Shrine of Shah Inayat Qadiri	Image 6	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-inayat-qadri-shattari/shah-inayat-qadri-shattari-06.jpg	206	image/jpeg			1	alive
Shrine of Shah Inayat Qadiri	Image 7	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-inayat-qadri-shattari/shah-inayat-qadri-shattari-07.jpg	206	image/jpeg			1	alive
Shrine of Shah Inayat Qadiri	Image 8	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-inayat-qadri-shattari/shah-inayat-qadri-shattari-08.jpg	206	image/jpeg			1	alive
Shrine of Shah Inayat Qadiri	Image 9	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-inayat-qadri-shattari/shah-inayat-qadri-shattari-09.jpg	206	image/jpeg			1	alive
Shrine of Shah Jamal	Image 1	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-jamal/shah-jamal-01.jpg	206	image/jpeg			1	alive
Shrine of Shah Jamal	Image 10	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-jamal/shah-jamal-10.jpg	206	image/jpeg			1	alive
Shrine of Shah Jamal	Image 2	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-jamal/shah-jamal-02.jpg	206	image/jpeg			1	alive
Shrine of Shah Jamal	Image 3	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-jamal/shah-jamal-03.jpg	206	image/jpeg			1	alive
Shrine of Shah Jamal	Image 4	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-jamal/shah-jamal-04.jpg	206	image/jpeg			1	alive
